job_id,job_title,company,location,experience_level,job_description,date_posted,skills,skill_count
490,Nlp Engineer,Quantify Labs,Singapore,Lead,"We are looking for a NLP Engineer to join our team in Singapore. The ideal candidate has hands-on experience with python programming, Power BI dashboards, Tableau dashboards, ML models, Advanced Excel, advanced SQL. You will work closely with cross-functional teams to deliver insights.",2026-04-24,"Excel, Machine Learning, NLP, Power BI, Python, SQL, Tableau",7
1238,Business Intelligence Analyst,Nimbus Data,London,Mid,"We are looking for a Business Intelligence Analyst to join our team in London. The ideal candidate has hands-on experience with Excel, python programming, PowerBI, Deep Learning. You will work closely with cross-functional teams to deliver insights.",2026-05-13,"Deep Learning, Excel, Power BI, Python",4
3714,Bi Developer,BluePeak Consulting,Mumbai,Mid,"We are looking for a BI Developer to join our team in Mumbai. The ideal candidate has hands-on experience with Python, Natural Language Processing. You will work closely with cross-functional teams to deliver insights.",2026-03-04,"NLP, Python",2
830,Data Science Manager,BrightPath AI,Bengaluru,Entry,"We are looking for a Data Science Manager to join our team in Bengaluru. The ideal candidate has hands-on experience with proficiency in Python, MS Excel. You will work closely with cross-functional teams to deliver insights.",2026-06-01,"Excel, Python",2
4476,Data Analyst,DataForge,Mumbai,Entry,"Join DataForge as a Data Analyst! We need someone comfortable with proficiency in Python, Machine Learning, AWS, NLP, MS Excel to help us build data-driven products.",2026-06-06,"AWS, Excel, Machine Learning, NLP, Python",5
386,Analytics Consultant,Quantify Labs,Bengaluru,Entry,"Quantify Labs is hiring a Analytics Consultant (Entry level) based in Bengaluru. Required skills: ML models, Power BI dashboards. Prior experience with analytics platforms is a plus.",2026-04-27,"Machine Learning, Power BI",2
4114,Ai Engineer,Northstar Tech,Remote,Lead,"Northstar Tech is hiring a AI Engineer (Lead level) based in Remote. Required skills: Deep Learning, MS Excel, AWS, GenAI, Python, PowerBI. Prior experience with analytics platforms is a plus.",2026-04-10,"AWS, Deep Learning, Excel, Generative AI, Power BI, Python",6
2498,Bi Developer,Nimbus Data,New York,Entry,"BI Developer role open at Nimbus Data. Key requirements include SQL, Python, NLP, Power BI. This is a Entry level position, New York based.",2026-06-20,"NLP, Power BI, Python, SQL",4
2284,Analytics Consultant,Unknown,Hyderabad,Entry,"We are looking for a Analytics Consultant to join our team in Hyderabad. The ideal candidate has hands-on experience with python programming, PowerBI, SQL queries, Advanced Excel, GenAI. You will work closely with cross-functional teams to deliver insights.",2026-01-04,"Excel, Generative AI, Power BI, Python, SQL",5
16,Analytics Consultant,Alpha Analytics,Bengaluru,Senior,"We are looking for a Analytics Consultant to join our team in Bengaluru. The ideal candidate has hands-on experience with NLP, Python, Power BI, SQL. You will work closely with cross-functional teams to deliver insights.",2026-07-07,"NLP, Power BI, Python, SQL",4
1825,Business Intelligence Analyst,Skyline Solutions,London,Mid,"Exciting opportunity for a Business Intelligence Analyst at Skyline Solutions, London. Must have strong knowledge of proficiency in Python, PowerBI, deep neural networks, Machine Learning and a passion for solving business problems.",2026-05-29,"Deep Learning, Machine Learning, Power BI, Python",4
3163,Power Bi Developer,DataForge,Mumbai,Entry,"We are looking for a Power BI Developer to join our team in Mumbai. The ideal candidate has hands-on experience with Power BI dashboards, Excel, AWS, NLP. You will work closely with cross-functional teams to deliver insights.",2026-02-23,"AWS, Excel, NLP, Power BI",4
1389,Machine Learning Engineer,Skyline Solutions,Hyderabad,Senior,"Machine Learning Engineer role open at Skyline Solutions. Key requirements include MS Excel, Python. This is a Senior level position, Hyderabad based.",2026-04-06,"Excel, Machine Learning, Python",3
4669,Power Bi Developer,Vertex Insights,Delhi Ncr,Mid,"We are looking for a Power BI Developer to join our team in Delhi NCR. The ideal candidate has hands-on experience with proficiency in Python, NLP. You will work closely with cross-functional teams to deliver insights.",2026-02-20,"NLP, Power BI, Python",3
1589,Data Engineer,Skyline Solutions,Delhi Ncr,Lead,"Data Engineer role open at Skyline Solutions. Key requirements include Deep Learning, Large Language Models, Power BI dashboards, Excel, ML models, SQL queries. This is a Lead level position, Delhi NCR based.",2026-07-13,"Deep Learning, Excel, Generative AI, Machine Learning, Power BI, SQL",6
762,Ai Engineer,DataForge,Pune,Mid,"Exciting opportunity for a AI Engineer at DataForge, Pune. Must have strong knowledge of MS Excel, proficiency in Python, Machine Learning, AWS, SQL queries and a passion for solving business problems.",2026-02-07,"AWS, Excel, Machine Learning, Python, SQL",5
3349,Business Intelligence Analyst,DataForge,Hyderabad,Mid,"Business Intelligence Analyst role open at DataForge. Key requirements include Amazon Web Services, proficiency in Python, Power BI, SQL queries, Machine Learning, MS Excel. This is a Mid level position, Hyderabad based.",2026-01-08,"AWS, Excel, Machine Learning, Power BI, Python, SQL",6
4980,Nlp Engineer,Quantify Labs,Chennai,Mid,"Quantify Labs is hiring a NLP Engineer (Mid level) based in Chennai. Required skills: Tableau, Power BI, ML models. Prior experience with analytics platforms is a plus.",2026-03-26,"Machine Learning, NLP, Power BI, Tableau",4
1752,Machine Learning Engineer,Vertex Insights,Singapore,Entry,"We are looking for a Machine Learning Engineer to join our team in Singapore. The ideal candidate has hands-on experience with Natural Language Processing, Amazon Web Services. You will work closely with cross-functional teams to deliver insights.",2026-02-04,"AWS, Machine Learning, NLP",3
3275,Business Intelligence Analyst,Skyline Solutions,Remote,Lead,"We are looking for a Business Intelligence Analyst to join our team in Remote. The ideal candidate has hands-on experience with Excel, Amazon Web Services, Machine Learning, python programming. You will work closely with cross-functional teams to deliver insights.",2026-02-03,"AWS, Excel, Machine Learning, Python",4
1151,Bi Developer,Clarity Systems,New York,Entry,"Exciting opportunity for a BI Developer at Clarity Systems, New York. Must have strong knowledge of Excel, PowerBI, advanced SQL and a passion for solving business problems.",2026-05-17,"Excel, Power BI, SQL",3
3427,Bi Developer,Northstar Tech,Singapore,Lead,"Exciting opportunity for a BI Developer at Northstar Tech, Singapore. Must have strong knowledge of T-SQL, ML models, Natural Language Processing and a passion for solving business problems.",2026-05-14,"Machine Learning, NLP, SQL",3
1305,Data Scientist,BrightPath AI,Hyderabad,Senior,"Join BrightPath AI as a Data Scientist! We need someone comfortable with LLMs, deep neural networks, proficiency in Python, T-SQL, Tableau, Power BI dashboards to help us build data-driven products.",2026-06-06,"Deep Learning, Generative AI, Power BI, Python, SQL, Tableau",6
1232,Data Scientist,Quantify Labs,Bengaluru,Mid,"We are looking for a Data Scientist to join our team in Bengaluru. The ideal candidate has hands-on experience with machine-learning, Power BI dashboards, Python, advanced SQL. You will work closely with cross-functional teams to deliver insights.",2026-02-25,"Machine Learning, Power BI, Python, SQL",4
2745,Data Analyst,Nimbus Data,Hyderabad,Mid,"Nimbus Data is hiring a Data Analyst (Mid level) based in Hyderabad. Required skills: GenAI, Tableau, Power BI, machine-learning. Prior experience with analytics platforms is a plus.",2026-06-25,"Generative AI, Machine Learning, Power BI, Tableau",4
1793,Data Analyst,DataForge,Bengaluru,Lead,"DataForge is hiring a Data Analyst (Lead level) based in Bengaluru. Required skills: machine-learning, AWS, T-SQL, NLP, Power BI. Prior experience with analytics platforms is a plus.",2026-03-14,"AWS, Machine Learning, NLP, Power BI, SQL",5
4802,Power Bi Developer,Alpha Analytics,Mumbai,Lead,"We are looking for a Power BI Developer to join our team in Mumbai. The ideal candidate has hands-on experience with Amazon Web Services, Natural Language Processing, python programming. You will work closely with cross-functional teams to deliver insights.",2026-05-10,"AWS, NLP, Power BI, Python",4
3556,Data Analyst,Nimbus Data,Delhi Ncr,Lead,"We are looking for a Data Analyst to join our team in Delhi NCR. The ideal candidate has hands-on experience with MS Excel, T-SQL, AWS. You will work closely with cross-functional teams to deliver insights.",2026-01-27,"AWS, Excel, SQL",3
1270,Power Bi Developer,BluePeak Consulting,Bengaluru,Lead,"Join BluePeak Consulting as a Power BI Developer! We need someone comfortable with PowerBI, AWS, Python, SQL queries, LLMs, Advanced Excel to help us build data-driven products.",2026-04-26,"AWS, Excel, Generative AI, Power BI, Python, SQL",6
3161,Data Science Manager,Clarity Systems,Pune,Lead,"Data Science Manager role open at Clarity Systems. Key requirements include AWS, Power BI, machine-learning, Python, NLP, Deep Learning. This is a Lead level position, Pune based.",2026-04-24,"AWS, Deep Learning, Machine Learning, NLP, Power BI, Python",6
3489,Data Analyst,Quantify Labs,New York,Lead,"Join Quantify Labs as a Data Analyst! We need someone comfortable with SQL queries, Power BI dashboards, proficiency in Python, Generative AI, ML models to help us build data-driven products.",2026-02-01,"Generative AI, Machine Learning, Power BI, Python, SQL",5
964,Ai Research Engineer,BrightPath AI,Bengaluru,Mid,"Join BrightPath AI as a AI Research Engineer! We need someone comfortable with NLP, Machine Learning, T-SQL, Advanced Excel to help us build data-driven products.",2026-01-09,"Excel, Machine Learning, NLP, SQL",4
3155,Machine Learning Engineer,Unknown,London,Mid,"Join Nimbus Data as a Machine Learning Engineer! We need someone comfortable with Machine Learning, MS Excel, advanced SQL, python programming, Generative AI, Natural Language Processing to help us build data-driven products.",2026-01-08,"Excel, Generative AI, Machine Learning, NLP, Python, SQL",6
498,Machine Learning Engineer,Alpha Analytics,New York,Mid,"Exciting opportunity for a Machine Learning Engineer at Alpha Analytics, New York. Must have strong knowledge of python programming, PowerBI, Large Language Models, deep neural networks and a passion for solving business problems.",2026-06-28,"Deep Learning, Generative AI, Machine Learning, Power BI, Python",5
353,Data Science Manager,DataForge,Mumbai,Mid,"Exciting opportunity for a Data Science Manager at DataForge, Mumbai. Must have strong knowledge of Tableau dashboards, Power BI, Amazon Web Services, Deep Learning and a passion for solving business problems.",2026-03-26,"AWS, Deep Learning, Power BI, Tableau",4
1839,Nlp Engineer,BluePeak Consulting,Hyderabad,Lead,"We are looking for a NLP Engineer to join our team in Hyderabad. The ideal candidate has hands-on experience with Amazon Web Services, SQL queries, Power BI dashboards, Advanced Excel, proficiency in Python, Natural Language Processing. You will work closely with cross-functional teams to deliver insights.",2026-03-25,"AWS, Excel, NLP, Power BI, Python, SQL",6
3946,Power Bi Developer,Nimbus Data,Bengaluru,Entry,"We are looking for a Power BI Developer to join our team in Bengaluru. The ideal candidate has hands-on experience with Generative AI, advanced SQL, Advanced Excel, machine-learning, python programming, Power BI dashboards. You will work closely with cross-functional teams to deliver insights.",2026-05-28,"Excel, Generative AI, Machine Learning, Power BI, Python, SQL",6
4168,Bi Developer,DataForge,Pune,Entry,"Exciting opportunity for a BI Developer at DataForge, Pune. Must have strong knowledge of proficiency in Python, Tableau, PowerBI and a passion for solving business problems.",2026-05-21,"Power BI, Python, Tableau",3
2491,Data Scientist,Clarity Systems,Hyderabad,Mid,"Clarity Systems is hiring a Data Scientist (Mid level) based in Hyderabad. Required skills: SQL queries, Large Language Models, AWS, Natural Language Processing, MS Excel, proficiency in Python. Prior experience with analytics platforms is a plus.",2026-01-31,"AWS, Excel, Generative AI, NLP, Python, SQL",6
2,Data Science Manager,Clarity Systems,Mumbai,Entry,"Data Science Manager role open at Clarity Systems. Key requirements include Machine Learning, Python. This is a Entry level position, Mumbai based.",2026-06-04,"Machine Learning, Python",2
4441,Analytics Consultant,Skyline Solutions,Bengaluru,Mid,"Exciting opportunity for a Analytics Consultant at Skyline Solutions, Bengaluru. Must have strong knowledge of NLP, AWS, deep neural networks, advanced SQL, Generative AI and a passion for solving business problems.",2026-06-21,"AWS, Deep Learning, Generative AI, NLP, SQL",5
